created_at,full_text,Sentiment,cleaning,case_folding,normalisasi,kata_baku,kata_tidak_baku,kata_tidak_baku_hash,tokenize,stopword_removal,stemming
Fri Apr 04 14:54:49 +0000 2025,@hnirankara ngitung suara pemilu aja konflik mau kami percaya digitalisasi sertfikat? yg ada error ilang datanya,Negatif,ngitung suara pemilu aja konflik mau kami percaya digitalisasi sertfikat yg ada error ilang datanya,ngitung suara pemilu aja konflik mau kami percaya digitalisasi sertfikat yg ada error ilang datanya,ngitung suara pemilu saja konflik mau kami percaya digitalisasi sertfikat yang ada error hilang datanya,"['saja', 'yang', 'hilang']","['aja', 'yg', 'ilang']","[4947893755461839197, -4203579751553908046, -6965809669162588457]","['ngitung', 'suara', 'pemilu', 'saja', 'konflik', 'mau', 'kami', 'percaya', 'digitalisasi', 'sertfikat', 'yang', 'ada', 'error', 'hilang', 'datanya']",ngitung suara pemilu konflik percaya digitalisasi sertfikat error hilang datanya,ngitung suara pemilu konflik percaya digitalisasi sertfikat error hilang data
Wed Mar 04 23:26:07 +0000 2020,Mudah2an e-pemilu nya udah bisa dipake jadi lebih simple dan tidak memakan korban jiwa https://t.co/eQ6T96EshF,Positif,Mudahan e pemilu nya udah bisa dipake jadi lebih simple dan tidak memakan korban jiwa,mudahan e pemilu nya udah bisa dipake jadi lebih simple dan tidak memakan korban jiwa,mudahan e pemilu ya sudah bisa dipakai jadi lebih simple dan tidak memakan korban jiwa,"['ya', 'sudah', 'dipakai']","['nya', 'udah', 'dipake']","[1299325212670585337, -3393784963511566665, 4160776604438109508]","['mudahan', 'e', 'pemilu', 'ya', 'sudah', 'bisa', 'dipakai', 'jadi', 'lebih', 'simple', 'dan', 'tidak', 'memakan', 'korban', 'jiwa']",mudahan e pemilu dipakai simple memakan korban jiwa,mudah e pemilu pakai simple makan korban jiwa
Fri Jan 10 05:11:04 +0000 2020,@rdhorobby mantaappp E-pemilu udah bisa diadopsi bgausnya. contoh opsi lainnya gimana kira kira ??,Positif,mantaappp E pemilu udah bisa diadopsi bgausnya contoh opsi lainnya gimana kira kira,mantaappp e pemilu udah bisa diadopsi bgausnya contoh opsi lainnya gimana kira kira,mantaappp e pemilu sudah bisa diadopsi bgausnya contoh opsi lainnya bagaimana kira kira,"['sudah', 'bagaimana']","['udah', 'gimana']","[-3393784963511566665, -6761825085952931372]","['mantaappp', 'e', 'pemilu', 'sudah', 'bisa', 'diadopsi', 'bgausnya', 'contoh', 'opsi', 'lainnya', 'bagaimana', 'kira', 'kira']",mantaappp e pemilu diadopsi bgausnya contoh opsi,mantaappp e pemilu adopsi bgausnya contoh opsi
Fri Nov 29 14:01:44 +0000 2019,@Bisniscom Sistem e-pemilu harus cepat di benah emang pengurangan biayanya tdk siknifikan namun ini sala satu cara pengurangan biaya dan suara tetap demokrasi,Positif,Sistem e pemilu harus cepat di benah emang pengurangan biayanya tdk siknifikan namun ini sala satu cara pengurangan biaya dan suara tetap demokrasi,sistem e pemilu harus cepat di benah emang pengurangan biayanya tdk siknifikan namun ini sala satu cara pengurangan biaya dan suara tetap demokrasi,sistem e pemilu harus cepat di benah memang pengurangan biayanya tidak siknifikan namun ini sala satu cara pengurangan biaya dan suara tetap demokrasi,"['memang', 'tidak']","['emang', 'tdk']","[-585053704181815846, 9113061003278948107]","['sistem', 'e', 'pemilu', 'harus', 'cepat', 'di', 'benah', 'memang', 'pengurangan', 'biayanya', 'tidak', 'siknifikan', 'namun', 'ini', 'sala', 'satu', 'cara', 'pengurangan', 'biaya', 'dan', 'suara', 'tetap', 'demokrasi']",sistem e pemilu cepat benah pengurangan biayanya siknifikan sala pengurangan biaya suara demokrasi,sistem e pemilu cepat benah kurang biaya siknifikan sala kurang biaya suara demokrasi
Wed Aug 21 04:34:32 +0000 2019,Makanya itu inovasi kali ini @bppt_ri membuat terobosan e-pemilu. E-pemilu ini bisa mengurangi banyak energi dan biaya #HUT41BPPT #BPPTSolidSmartSpeed,Positif,Makanya itu inovasi kali ini membuat terobosan e pemilu E pemilu ini bisa mengurangi banyak energi dan biaya,makanya itu inovasi kali ini membuat terobosan e pemilu e pemilu ini bisa mengurangi banyak energi dan biaya,makanya itu inovasi kali ini membuat terobosan e pemilu e pemilu ini bisa mengurangi banyak energi dan biaya,[],[],[],"['makanya', 'itu', 'inovasi', 'kali', 'ini', 'membuat', 'terobosan', 'e', 'pemilu', 'e', 'pemilu', 'ini', 'bisa', 'mengurangi', 'banyak', 'energi', 'dan', 'biaya']",inovasi kali terobosan e pemilu e pemilu mengurangi energi biaya,inovasi kali terobos e pemilu e pemilu kurang energi biaya
Sun Apr 21 03:47:43 +0000 2019,Saatnya e-pemilu,Positif,Saatnya e pemilu,saatnya e pemilu,saatnya e pemilu,[],[],[],"['saatnya', 'e', 'pemilu']",e pemilu,e pemilu
Sun Apr 21 01:02:22 +0000 2019,Yo dibikin e-pemilu aja yo.,Positif,Yo dibikin e pemilu aja yo,yo dibikin e pemilu aja yo,ya dibikin e pemilu saja ya,"['ya', 'saja', 'ya']","['yo', 'aja', 'yo']","[-5277010799544966696, 4947893755461839197, -5277010799544966696]","['ya', 'dibikin', 'e', 'pemilu', 'saja', 'ya']",dibikin e pemilu,bikin e pemilu
Sat Apr 20 11:04:58 +0000 2019,Coba kalo pake sistem e-pemilu (e-voting)...ngga begini ceritanya...,Positif,Coba kalo pake sistem e pemilu e voting ngga begini ceritanya,coba kalo pake sistem e pemilu e voting ngga begini ceritanya,coba kalau pakai sistem e pemilu e voting tidak begini ceritanya,"['kalau', 'pakai', 'tidak']","['kalo', 'pake', 'ngga']","[3889910046600889236, -1102286091675966727, 7582538771167136798]","['coba', 'kalau', 'pakai', 'sistem', 'e', 'pemilu', 'e', 'voting', 'tidak', 'begini', 'ceritanya']",coba pakai sistem e pemilu e voting ceritanya,coba pakai sistem e pemilu e voting cerita
Sat Apr 20 08:07:46 +0000 2019,Jika dgn e-pemilu akan meniadakan surat suara surat suara rusak surat suara tdksah kekurangan surat suara. Karena dgn surat suara elektronik&amp;hanya disentuh Tdk ada batasan jumlah surat suara tentunya efek penghitungan tdk bisa curang @BPPT_RI @hammam_riza #BPPTSolidSmartSpeed,Positif,Jika dgn e pemilu akan meniadakan surat suara surat suara rusak surat suara tdksah kekurangan surat suara Karena dgn surat suara elektronik amp hanya disentuh Tdk ada batasan jumlah surat suara tentunya efek penghitungan tdk bisa curang,jika dgn e pemilu akan meniadakan surat suara surat suara rusak surat suara tdksah kekurangan surat suara karena dgn surat suara elektronik amp hanya disentuh tdk ada batasan jumlah surat suara tentunya efek penghitungan tdk bisa curang,jika dengan e pemilu akan meniadakan surat suara surat suara rusak surat suara tdksah kekurangan surat suara karena dengan surat suara elektronik amp hanya disentuh tidak ada batasan jumlah surat suara tentunya efek penghitungan tidak bisa curang,"['dengan', 'dengan', 'tidak', 'tidak']","['dgn', 'dgn', 'tdk', 'tdk']","[-4957075586747873495, -4957075586747873495, 9113061003278948107, 9113061003278948107]","['jika', 'dengan', 'e', 'pemilu', 'akan', 'meniadakan', 'surat', 'suara', 'surat', 'suara', 'rusak', 'surat', 'suara', 'tdksah', 'kekurangan', 'surat', 'suara', 'karena', 'dengan', 'surat', 'suara', 'elektronik', 'amp', 'hanya', 'disentuh', 'tidak', 'ada', 'batasan', 'jumlah', 'surat', 'suara', 'tentunya', 'efek', 'penghitungan', 'tidak', 'bisa', 'curang']",e pemilu meniadakan surat suara surat suara rusak surat suara tdksah kekurangan surat suara surat suara elektronik amp disentuh batasan surat suara efek penghitungan curang,e pemilu tiada surat suara surat suara rusak surat suara tdksah kurang surat suara surat suara elektronik amp sentuh batas surat suara efek hitung curang
Sat Apr 20 02:36:47 +0000 2019,@muhiqbalr @besta_ @rifi166 @mohmahfudmd Yoi go lah e-pemilu wkwkwk,Positif,Yoi go lah e pemilu wkwkwk,yoi go lah e pemilu wkwkwk,yoi go lah e pemilu wkwkwk,[],[],[],"['yoi', 'go', 'lah', 'e', 'pemilu', 'wkwkwk']",yoi go e pemilu,yoi go e pemilu
Sat Apr 20 01:19:33 +0000 2019,@BPPT_RI @tempodotco @hammam_riza @KPU_ID @Kemristekdikti @kempanrb @kemkominfo @pusyantekbppt @bawaslu_RI @ptik_bppt Manual aja ngoceh hacker nya kemana2 apalagi elektronik bukannya pesimis tapi kayaknya butuh bener2 sosialisasi tingkat dewa klo mau e-pemilu,Negatif,Manual aja ngoceh hacker nya kemana apalagi elektronik bukannya pesimis tapi kayaknya butuh bener sosialisasi tingkat dewa klo mau e pemilu,manual aja ngoceh hacker nya kemana apalagi elektronik bukannya pesimis tapi kayaknya butuh bener sosialisasi tingkat dewa klo mau e pemilu,manual saja mengoceh hacker ya kemana apalagi elektronik bukannya pesimis tapi kayaknya butuh benar sosialisasi tingkat dewa kalau mau e pemilu,"['saja', 'mengoceh', 'ya', 'benar', 'kalau']","['aja', 'ngoceh', 'nya', 'bener', 'klo']","[4947893755461839197, 8171550430983112373, 1299325212670585337, 8046815053335798492, 7187231021383550789]","['manual', 'saja', 'mengoceh', 'hacker', 'ya', 'kemana', 'apalagi', 'elektronik', 'bukannya', 'pesimis', 'tapi', 'kayaknya', 'butuh', 'benar', 'sosialisasi', 'tingkat', 'dewa', 'kalau', 'mau', 'e', 'pemilu']",manual mengoceh hacker kemana elektronik pesimis kayaknya butuh sosialisasi tingkat dewa e pemilu,manual oceh hacker mana elektronik pesimis kayak butuh sosialisasi tingkat dewa e pemilu
Sat Apr 20 00:58:39 +0000 2019,@AchsanulQosasi Menurut saya sih sudah tepat pak. Yg perlu di evaluasi itu pemilu manualnya. Ganti dgn e-pemilu agar lebih efisien dan murah.,Positif,Menurut saya sih sudah tepat pak Yg perlu di evaluasi itu pemilu manualnya Ganti dgn e pemilu agar lebih efisien dan murah,menurut saya sih sudah tepat pak yg perlu di evaluasi itu pemilu manualnya ganti dgn e pemilu agar lebih efisien dan murah,menurut saya sih sudah tepat pak yang perlu di evaluasi itu pemilu manualnya ganti dengan e pemilu agar lebih efisien dan murah,"['yang', 'dengan']","['yg', 'dgn']","[-4203579751553908046, -4957075586747873495]","['menurut', 'saya', 'sih', 'sudah', 'tepat', 'pak', 'yang', 'perlu', 'di', 'evaluasi', 'itu', 'pemilu', 'manualnya', 'ganti', 'dengan', 'e', 'pemilu', 'agar', 'lebih', 'efisien', 'dan', 'murah']",evaluasi pemilu manualnya ganti e pemilu efisien murah,evaluasi pemilu manual ganti e pemilu efisien murah
Sat Apr 20 00:39:24 +0000 2019,@Fahrihamzah bikin E-Pemilu lah bang.....,Positif,bikin E Pemilu lah bang,bikin e pemilu lah bang,bikin e pemilu lah abang,['abang'],['bang'],[1996126667313673005],"['bikin', 'e', 'pemilu', 'lah', 'abang']",bikin e pemilu,bikin e pemilu
Fri Apr 19 13:41:37 +0000 2019,@temposains Maaf kami tidak sependapat. E-Pemilu pun bukan berarti bisa steril dari intervensi manusia.,Negatif,Maaf kami tidak sependapat E Pemilu pun bukan berarti bisa steril dari intervensi manusia,maaf kami tidak sependapat e pemilu pun bukan berarti bisa steril dari intervensi manusia,maaf kami tidak sependapat e pemilu pun bukan berarti bisa steril dari intervensi manusia,[],[],[],"['maaf', 'kami', 'tidak', 'sependapat', 'e', 'pemilu', 'pun', 'bukan', 'berarti', 'bisa', 'steril', 'dari', 'intervensi', 'manusia']",maaf sependapat e pemilu steril intervensi manusia,maaf dapat e pemilu steril intervensi manusia
Fri Apr 19 07:01:23 +0000 2019,E-pemilu pun juga rawan hack. Ya susah dah emang.,Negatif,E pemilu pun juga rawan hack Ya susah dah emang,e pemilu pun juga rawan hack ya susah dah emang,e pemilu pun juga rawan hack ya susah sudah memang,"['sudah', 'memang']","['dah', 'emang']","[8433543909549882360, -585053704181815846]","['e', 'pemilu', 'pun', 'juga', 'rawan', 'hack', 'ya', 'susah', 'sudah', 'memang']",e pemilu rawan hack susah,e pemilu rawan hack susah
Thu Apr 18 23:43:20 +0000 2019,@Sijo_su e-pemilu lebih modern praktis mudah. Tapi pasti ada piyak yg tidak mau tidak percaya IT yg baginya terlalu rumit utk dipahami. Bumi bulat saja gak percaya.,Positif,e pemilu lebih modern praktis mudah Tapi pasti ada piyak yg tidak mau tidak percaya IT yg baginya terlalu rumit utk dipahami Bumi bulat saja gak percaya,e pemilu lebih modern praktis mudah tapi pasti ada piyak yg tidak mau tidak percaya it yg baginya terlalu rumit utk dipahami bumi bulat saja gak percaya,e pemilu lebih modern praktis mudah tapi pasti ada piyak yang tidak mau tidak percaya itu yang baginya terlalu rumit untuk dipahami bumi bulat saja tidak percaya,"['yang', 'itu', 'yang', 'untuk', 'tidak']","['yg', 'it', 'yg', 'utk', 'gak']","[-4203579751553908046, -3599988801184413900, -4203579751553908046, -8111974127941293929, 3568075961566883199]","['e', 'pemilu', 'lebih', 'modern', 'praktis', 'mudah', 'tapi', 'pasti', 'ada', 'piyak', 'yang', 'tidak', 'mau', 'tidak', 'percaya', 'itu', 'yang', 'baginya', 'terlalu', 'rumit', 'untuk', 'dipahami', 'bumi', 'bulat', 'saja', 'tidak', 'percaya']",e pemilu modern praktis mudah piyak percaya baginya rumit dipahami bumi bulat percaya,e pemilu modern praktis mudah piyak percaya bagi rumit paham bumi bulat percaya
Fri Jan 11 13:10:25 +0000 2019,Ini anggota dpr gk tertarik bikin proyekan e-pemilu ?,Positif,Ini anggota dpr gk tertarik bikin proyekan e pemilu,ini anggota dpr gk tertarik bikin proyekan e pemilu,ini anggota dpr tidak tertarik bikin proyekan e pemilu,['tidak'],['gk'],[6474150943977044722],"['ini', 'anggota', 'dpr', 'tidak', 'tertarik', 'bikin', 'proyekan', 'e', 'pemilu']",anggota dpr tertarik bikin proyekan e pemilu,anggota dpr tarik bikin proyek e pemilu
Wed Jan 02 23:11:39 +0000 2019,Saatnya @KPU_ID beralih ke sistem e-Pemilu dengan memanfaatkan teknologi utk meminimalisir celah kecurangan dan celah fitnah seperti ini.,Positif,Saatnya beralih ke sistem e Pemilu dengan memanfaatkan teknologi utk meminimalisir celah kecurangan dan celah fitnah seperti ini,saatnya beralih ke sistem e pemilu dengan memanfaatkan teknologi utk meminimalisir celah kecurangan dan celah fitnah seperti ini,saatnya beralih ke sistem e pemilu dengan memanfaatkan teknologi untuk meminimalisir celah kecurangan dan celah fitnah seperti ini,['untuk'],['utk'],[-8111974127941293929],"['saatnya', 'beralih', 'ke', 'sistem', 'e', 'pemilu', 'dengan', 'memanfaatkan', 'teknologi', 'untuk', 'meminimalisir', 'celah', 'kecurangan', 'dan', 'celah', 'fitnah', 'seperti', 'ini']",beralih sistem e pemilu memanfaatkan teknologi meminimalisir celah kecurangan celah fitnah,alih sistem e pemilu manfaat teknologi meminimalisir celah curang celah fitnah
Fri Apr 25 08:20:44 +0000 2025,GA USAH ANEH ANEHHHHHH. PEMILU LANGSUNG AJA DICURANGIN ABIS ABISAN GIMANA E-PEMILU,Negatif,GA USAH ANEH ANEHHHHHH PEMILU LANGSUNG AJA DICURANGIN ABIS ABISAN GIMANA E PEMILU,ga usah aneh anehhhhhh pemilu langsung aja dicurangin abis abisan gimana e pemilu,tidak usah aneh anehhhhhh pemilu langsung saja dicurangin habis abisan bagaimana e pemilu,"['tidak', 'saja', 'habis', 'bagaimana']","['ga', 'aja', 'abis', 'gimana']","[5723355088733332426, 4947893755461839197, 6132636139196334972, -6761825085952931372]","['tidak', 'usah', 'aneh', 'anehhhhhh', 'pemilu', 'langsung', 'saja', 'dicurangin', 'habis', 'abisan', 'bagaimana', 'e', 'pemilu']",aneh anehhhhhh pemilu langsung dicurangin habis abisan e pemilu,aneh anehhhhhh pemilu langsung dicurangin habis abis e pemilu
Fri Nov 08 00:44:34 +0000 2024,rawan curang nderkalau bisa gitu aja e-pemilu hemat anggaran lg,Negatif,rawan curang nderkalau bisa gitu aja e pemilu hemat anggaran lg,rawan curang nderkalau bisa gitu aja e pemilu hemat anggaran lg,rawan curang nderkalau bisa begitu saja e pemilu hemat anggaran lagi,"['begitu', 'saja', 'lagi']","['gitu', 'aja', 'lg']","[-786857552720105765, 4947893755461839197, 3963008198877422414]","['rawan', 'curang', 'nderkalau', 'bisa', 'begitu', 'saja', 'e', 'pemilu', 'hemat', 'anggaran', 'lagi']",rawan curang nderkalau e pemilu hemat anggaran,rawan curang nderkalau e pemilu hemat anggar
Sun Nov 03 05:00:28 +0000 2024,@BudiBukanIntel Isu nya di e-pemilu sana ada indikasi kecurangan om budi wkwkwk,Negatif,Isu nya di e pemilu sana ada indikasi kecurangan om budi wkwkwk,isu nya di e pemilu sana ada indikasi kecurangan om budi wkwkwk,isu ya di e pemilu sana ada indikasi kecurangan om budi wkwkwk,['ya'],['nya'],[1299325212670585337],"['isu', 'ya', 'di', 'e', 'pemilu', 'sana', 'ada', 'indikasi', 'kecurangan', 'om', 'budi', 'wkwkwk']",isu e pemilu indikasi kecurangan om budi,isu e pemilu indikasi curang om budi
Tue Mar 05 02:50:38 +0000 2024,SISTEM PEMILU Sudah saatnya secara serius negara ini memikirkan pemilu dengan e-pemilu. Digital semua. Begitu tutup TPS saat itu juga bisa ketahuan siapa pemenangnya. TANPA JEDA. Menurut saya e-Pemilu yang mengganti metode coblosan pakai kertas dengan metode tekan-gambar https://t.co/vI7GkPrL4Y,Positif,SISTEM PEMILU Sudah saatnya secara serius negara ini memikirkan pemilu dengan e pemilu Digital semua Begitu tutup TPS saat itu juga bisa ketahuan siapa pemenangnya TANPA JEDA Menurut saya e Pemilu yang mengganti metode coblosan pakai kertas dengan metode tekan gambar,sistem pemilu sudah saatnya secara serius negara ini memikirkan pemilu dengan e pemilu digital semua begitu tutup tps saat itu juga bisa ketahuan siapa pemenangnya tanpa jeda menurut saya e pemilu yang mengganti metode coblosan pakai kertas dengan metode tekan gambar,sistem pemilu sudah saatnya secara serius negara ini memikirkan pemilu dengan e pemilu digital semua begitu tutup tps saat itu juga bisa ketahuan siapa pemenangnya tanpa jeda menurut saya e pemilu yang mengganti metode coblosan pakai kertas dengan metode tekan gambar,[],[],[],"['sistem', 'pemilu', 'sudah', 'saatnya', 'secara', 'serius', 'negara', 'ini', 'memikirkan', 'pemilu', 'dengan', 'e', 'pemilu', 'digital', 'semua', 'begitu', 'tutup', 'tps', 'saat', 'itu', 'juga', 'bisa', 'ketahuan', 'siapa', 'pemenangnya', 'tanpa', 'jeda', 'menurut', 'saya', 'e', 'pemilu', 'yang', 'mengganti', 'metode', 'coblosan', 'pakai', 'kertas', 'dengan', 'metode', 'tekan', 'gambar']",sistem pemilu serius negara memikirkan pemilu e pemilu digital tutup tps ketahuan pemenangnya jeda e pemilu mengganti metode coblosan pakai kertas metode tekan gambar,sistem pemilu serius negara pikir pemilu e pemilu digital tutup tps tahu menang jeda e pemilu ganti metode coblos pakai kertas metode tekan gambar
